,FUN_fracfixers,KCN,a_fix,crit_dayl,d_max,fff,fstor2tran,grperc,jmaxb0,jmaxb1,kcha,lmrha,lmrhd,nstem,q10_mr,soilpsi_off,sucsat_sf,tpu25ratio,tpuse_sf,wc2wjb0,froot_leaf,kmax,krmax,leaf_long,leafcn,lmr_intercept_atkin,medlynslope,medlynintercept,psi50,slatop,stem_leaf,theta_cj
0,0.7783111391454789,0.3580257673442095,0.2550212743568976,0.4012351270906047,0.7978473667275339,0.1300743929244451,0.3783883820622463,0.1965170845588232,0.6247273288051756,0.3150798736885943,0.2852362188862055,0.0460876146410168,0.4452582034487037,0.428118348170902,0.2758837833021115,0.1373968046991464,0.7981981344779082,0.3936172255693259,0.0789615503018582,0.684587968185313,0.9388273644818692,0.5587755817824303,0.8010631083903628,0.3671601371659581,0.1539037219372658,0.8929285712381576,0.9022217657720684,0.4687593218685467,0.1961544116075725,0.7627782015630843,0.1138445499677103,0.0364590859026174
1,0.3193286438388598,0.5488031713556158,0.6301907912658429,0.2700237974938378,0.5361185362439861,0.6791896956804078,0.9566302407123785,0.934241289063372,0.6271863345357938,0.3516162929859866,0.5708151931394988,0.0140542887947329,0.140278808150519,0.289943011019553,0.9498132402868414,0.7436973174565,0.3946596563638025,0.041084388941427,0.2756191575893114,0.8784546856226496,0.6722148748854806,0.9570431915459178,0.9234058771620725,0.1094914012287961,0.2564709545569659,0.7457796398853339,0.1759509153950591,0.7688987145527864,0.816008933190287,0.7173810557995743,0.1273399312793353,0.0937403789742728
2,0.8767718120763766,0.2107936723409112,0.6621252046398949,0.3533504446759625,0.1408611671736139,0.342557343235199,0.7477368364523225,0.823774548985148,0.8918791043841705,0.2688159817391547,0.609417142079292,0.8758909629838528,0.0955859450819939,0.6644129022459155,0.3229459054436678,0.8053853304757551,0.1681150034451002,0.8197464329482702,0.840143276852417,0.9519149677632728,0.2752032733339483,0.5789722422594177,0.7823802893106766,0.7109019304854449,0.5814367274104952,0.3883837109730166,0.5405005227665001,0.3243199064722162,0.9950870786008098,0.4747427967185916,0.2499640391925861,0.2827467957307083
3,0.4120509362250598,0.67811070317928,0.3986479238724209,0.3309473752596935,0.326187757445142,0.2109666882915265,0.6457030641730549,0.7777462147310402,0.8974822030565087,0.8433321894283737,0.3981986698843799,0.5298135341327606,0.5442565610277998,0.5572890018147416,0.0423033276265791,0.3540929842263957,0.1383586923062487,0.4484165326939781,0.3427987680862318,0.989434059300208,0.3271168871836084,0.2428222605126281,0.2931052155961793,0.138135228705879,0.0803833214519657,0.8689223500782097,0.9959916053846072,0.0416087972190389,0.3281982728789718,0.7663336236289537,0.9161632518039498,0.63565545666066
4,0.0451348118799226,0.7707344566293236,0.2987382783955868,0.3434134173921049,0.7470988842028464,0.2075466856535727,0.686079196005853,0.4594113201548804,0.0093031908417256,0.6959843061525265,0.3487473793830605,0.7379726103213795,0.742692941028204,0.1963430714541758,0.2672556363311157,0.5073547105541535,0.828711693382523,0.4709410577277896,0.3577501610243144,0.909411846032588,0.4881251899771647,0.8776846562343144,0.0982377362789962,0.097200140858113,0.5067554222170657,0.9184752526895658,0.1230121720815677,0.508653189159454,0.6029098827482067,0.1767838318831909,0.6464164469228216,0.4661850736532897
5,0.2956040311536655,0.2764303352209366,0.4830882902977167,0.2088176652349566,0.2454283843322021,0.4959309973111809,0.6592050524121011,0.0431485826098545,0.9331016813129764,0.5515396165697831,0.8609620266416597,0.2322334700849865,0.8619847378392641,0.8945456042253678,0.6776006234731945,0.3086276241229335,0.1012725551751698,0.1536586805119384,0.8660757853525117,0.4711160178290762,0.0107421132729084,0.6849484345431773,0.8339822873158259,0.2242175598584906,0.2538940658488725,0.2947943166301652,0.7792652412346502,0.6570814017372442,0.6779397755199523,0.7385154300108702,0.4480342405806906,0.749952398070988
6,0.3476386195367481,0.2612920288785962,0.3140784241951877,0.7160959865773706,0.2102194409260243,0.8794180918466042,0.5573190745127097,0.8720592073533094,0.5193063337929712,0.095600891343857,0.7803061288136698,0.823660573530385,0.0779751546191736,0.2355657942973595,0.8608904657858403,0.1003470305695184,0.8726266716674999,0.482168521841209,0.5681806588425915,0.6329448871393076,0.829074548619562,0.8890915101494307,0.4098945360377103,0.2333157888536471,0.0614055753545805,0.1044477238341631,0.4262670916320999,0.1782258419311101,0.1497465856131477,0.1708620345355628,0.2606111563376161,0.0041795883595383
7,0.1455094970527106,0.0948185655729804,0.916574178792736,0.0415993601978415,0.9520513489210828,0.7192383860000616,0.6094896243851454,0.8349207879945932,0.8480725978529364,0.5896793474853383,0.7505610223394612,0.2603986095036182,0.7829880524572309,0.2556822738025709,0.0838548955901157,0.8263826560290852,0.9324470501758096,0.5815641558210711,0.642803451282974,0.668689113713197,0.6311092995074785,0.7400123664550908,0.758473941086982,0.257257365932395,0.2433154549504945,0.7960176055979291,0.4764280799863747,0.8861438724942883,0.3610645882625948,0.0835796347262664,0.5084576995358265,0.476714889404223
8,0.8367134223497632,0.6403506763221549,0.9748758489759192,0.137707222404823,0.8537648822181605,0.6891295637371796,0.3626035522827932,0.2117504036951007,0.0655342338581834,0.5024308467505142,0.5386267281996152,0.4938301380973122,0.4234551919030426,0.1064793573404801,0.9580435095906434,0.0054013008850615,0.6067092591739388,0.5119776997373987,0.522017546752878,0.3511271922949789,0.4863177713311603,0.2167417045389252,0.6144891851511295,0.2154633128345601,0.1132100257087591,0.8677356847876482,0.3053133348777668,0.9766223903245632,0.008359809325773,0.664773478508164,0.8535308714029389,0.0872455486756412
9,0.4052908287820502,0.8471924232788629,0.8980395817257995,0.6179990384752249,0.7214238056419879,0.2799781810957208,0.5308189397752341,0.1202137542834614,0.8114219791613887,0.6891513588409981,0.5797932505249678,0.7199815072723393,0.8163756859262228,0.4686417311145052,0.6281676812626631,0.2240521102706254,0.2016496550138361,0.7795760755722849,0.2295024549146776,0.5155798642784363,0.5984031747224781,0.7297444854573523,0.0489687938882239,0.3172268345402773,0.1304274742520952,0.8616183101492102,0.6870898930845941,0.9677279648453496,0.8445329683106972,0.9796182551387044,0.5526867382165663,0.1069097081168167
10,0.3217152811892231,0.9661840299626856,0.4458748677907023,0.3963126950721337,0.306935173049462,0.7392433539612427,0.3009816357482229,0.5790912883709304,0.6499664068198409,0.4175826426459553,0.4013979894246874,0.3414688549572816,0.0186081497467954,0.1759566931428106,0.2617195626335892,0.8516021084630259,0.4366630280536264,0.4038670758827509,0.2912921872844545,0.36740401202142,0.8487293514638429,0.2443941668766508,0.1649854902371157,0.9404550438529478,0.4325436947464314,0.4300189051634588,0.5552312385322005,0.9807653542041268,0.3138772742325628,0.2228557674634282,0.3055549743761731,0.6538338012875533
11,0.465073067347404,0.160247639442662,0.3470697105471094,0.7960763365456296,0.7376764015909152,0.5426938468548187,0.2885479117454076,0.7119084602744327,0.5411712901724369,0.5692676048614568,0.2912119236755988,0.0981688277729944,0.6763973633475424,0.19274312141303,0.4868993836166227,0.1077773212591479,0.8706245546043101,0.4146326669838569,0.3314044956618868,0.7198080090662144,0.1442950631468086,0.5136971998830099,0.2232841551060738,0.129377763963354,0.3935839647398749,0.1751689291240223,0.964300048740033,0.8368506250130766,0.4220916889824548,0.6511112622074773,0.8734216124984594,0.7246860543605496
12,0.3849300555062115,0.3467217505470073,0.6879915104069446,0.6712647744155488,0.9118096539037416,0.0914620041689966,0.2376631645552439,0.0314757547157035,0.4860732311888732,0.6522824250128092,0.0745270203127734,0.1367774542957013,0.876382743431812,0.954541779209476,0.5316197471223884,0.8622174917408599,0.8307801191341467,0.2162355775846982,0.5356158619813972,0.0792449498416309,0.255842169863385,0.8610065268290551,0.7624505999494666,0.2715752049382783,0.7609549139083626,0.8993791379001116,0.8300094616758443,0.4755116729202806,0.6850410187344401,0.1782340872088946,0.0331607210772219,0.0810599915967526
13,0.0658543645793932,0.2195673444311926,0.5071692634857071,0.7411874936318675,0.2159111325888455,0.9049908530283304,0.2484746653158785,0.8518817193146273,0.7429984006759274,0.3184782896949956,0.1582890749537637,0.8704089097251736,0.7688065219286236,0.057918849510277,0.6345288923840683,0.8202676791098872,0.7166149304326395,0.2243399596604026,0.1750365188769531,0.9154041352056904,0.7833755384778797,0.0766105551797937,0.8213834719034909,0.3460582528923448,0.9287068107797644,0.5590733103188741,0.8380604430597057,0.2980367046654339,0.6798067904450306,0.3416714196164285,0.9646468587407964,0.6268906030162084
14,0.8737026020798346,0.1463021321101405,0.3717173651693104,0.2739145646967402,0.4666670829687575,0.5192479781769583,0.6884304603562279,0.6195192327254423,0.0706809254176653,0.2351716920241547,0.178496731362844,0.9197530931526952,0.716710512512131,0.2698374608582313,0.0246835924461828,0.610714422250653,0.1101408672714045,0.9981399486594328,0.1966567486804139,0.7145204230771095,0.4673636668625416,0.8399003792745149,0.1061627345687857,0.4468806469697,0.5736700416663891,0.3037152767964673,0.6156589917182052,0.510947008343755,0.9369891504181792,0.0570391266697467,0.4614639969297396,0.7165816232904638
15,0.5803931801011958,0.4940335369496496,0.9938483376008728,0.6047635200985209,0.7304557573403222,0.4976593983114228,1.1485827540995918e-05,0.2293774786295493,0.4735643540583882,0.5325382700933495,0.7675056464996399,0.6274435139723467,0.8706270486247674,0.4406424152636329,0.4247366816500989,0.4355059902457701,0.5835582130904323,0.0104620148052845,0.6600661393292475,0.676972226349064,0.8753679830896117,0.6541350847852754,0.9876967335839631,0.7291835802160813,0.8455355025537121,0.4140350518759504,0.2522232683410623,0.2342867748371276,0.4871702072836908,0.7501264821031207,0.8058430033475907,0.8962780582209906
16,0.9017579777687325,0.8195385710246168,0.6758315166444185,0.6511326388878949,0.415477087016989,0.293498334493652,0.5922043510591147,0.4649675955191622,0.6285594594526651,0.143539573157021,0.5179601007710125,0.7899262279926198,0.8565772552421121,0.1509385994650762,0.7535310864502217,0.089029858521366,0.0223343702949877,0.7395899987213401,0.2434052114326302,0.603600386300344,0.6260546516126511,0.389717416876692,0.6277711989494876,0.3715764333434606,0.6814867168002399,0.6287157241364449,0.7387726012640665,0.7501634737474235,0.5246152811343998,0.2442832306498977,0.8820873980222466,0.8512220068883671
17,0.078131529943567,0.401350994572327,0.3431511360262995,0.0600026803083979,0.2306100019442124,0.835267269225373,0.8366556959283541,0.0697858008138824,0.0999490280754526,0.9356615909256784,0.3440144264437982,0.3896019452968139,0.878325997018209,0.3680842637350032,0.6115909436527305,0.5688595118669961,0.97074574649973,0.1817995117630943,0.4811160147876772,0.3684998210465321,0.8230676769209813,0.024699001853807,0.7681546745824203,0.1935031173936495,0.897767747391963,0.8627583148653678,0.8363872609660742,0.9570904991324588,0.7577738599811482,0.1603546989903318,0.8376065034206562,0.2032248201968306
18,0.3610587199774546,0.9691981331887796,0.5946373909741587,0.5650223335564833,0.6415974554183229,0.4888865923764748,0.615054340106798,0.7917540924257375,0.4173753534166313,0.9215963838181408,0.5268852373196294,0.7551533459933079,0.9822426325970008,0.4262629329777446,0.1465853700386939,0.7231858739804184,0.8619341748786805,0.909380675436745,0.640102363024912,0.2224383276222665,0.5632764948313284,0.2972664069801679,0.84060471874746,0.1602532117069832,0.562484735471503,0.3855116586629708,0.9892805082340074,0.1728855543092614,0.4172203937907201,0.5815214078777573,0.3647370981548007,0.3393433539681113
19,0.2935228050779846,0.0023941256356916,0.6482091897452629,0.5592119925053797,0.8720689936518046,0.6191188217463008,0.2195225697406137,0.625822735349197,0.9046552274509788,0.6927849897098991,0.138643285049088,0.9072357123372072,0.6670493687561749,0.8184424255644284,0.7458636625876085,0.8433220748211534,0.0195563095064222,0.1242727408891419,0.6028688051022835,0.4377771871343053,0.3640316055491142,0.4078111717495759,0.9248013210581096,0.6818692862805434,0.458629991138597,0.5776510615130942,0.3700367105299301,0.2564755038736871,0.424811631906767,0.3051307446059437,0.0708338825800361,0.1460529499338989
20,0.2321026075253625,0.406266501628002,0.9851149461031424,0.1469699539662516,0.6598669800221121,0.4321301507675558,0.7305932169574134,0.5024819028315002,0.8602616866688255,0.3468553967844042,0.7495750200625895,0.9171703576545296,0.9569729718602042,0.1997062130015569,0.5188330132460708,0.8731926657821698,0.9449081490856218,0.3550330394828969,0.1119185822660066,0.7753484843723866,0.2810909809790159,0.6467840835749953,0.0780150582241309,0.3381289232681443,0.3700441961599873,0.9301998536162668,0.35038328324595,0.6680080485712948,0.3684341609675401,0.0019172414431254,0.5463955197395844,0.1595069686584904
21,0.7204247225785975,0.9931935973243384,0.2736747644264369,0.1650830185046891,0.0194470445828977,0.6543984688048019,0.4823161580245058,0.8116618549103354,0.5497224455749979,0.1328982403224776,0.6126865297299812,0.9612024019722538,0.7577849175299907,0.5302138061363355,0.4967089746562612,0.2462758245793337,0.5954990019612797,0.2000348428625319,0.9653436939343668,0.975298432012336,0.7519370950671835,0.5708965662316018,0.7187551738545819,0.0462396701072065,0.2972889407364713,0.8400775633234234,0.0315008811420897,0.3156820958674167,0.0908650851267528,0.3134259125437231,0.3091201180422182,0.0250522050146361
22,0.4484356097272145,0.939696192453752,0.187530622978981,0.304531361744403,0.5519772036881141,0.1281525917936526,0.7197816811921578,0.3900586020130696,0.1576643688263641,0.4702436921211494,0.0581152356382192,0.1393069852867837,0.7308591845210158,0.5581547369571209,0.3357152353027637,0.7304589035805555,0.8197230374902971,0.0789104294991412,0.6770309158936403,0.3423698948173479,0.8899700965595235,0.4653302465278492,0.4768045850475506,0.814281949713989,0.6629276954650102,0.2172150000516662,0.1595771807236197,0.0802847425276882,0.5362337375695715,0.6693807181003223,0.4167238619352257,0.1494657327728297
