,FUN_fracfixers,KCN,a_fix,crit_dayl,d_max,fff,froot_leaf,fstor2tran,grperc,jmaxb0,jmaxb1,kcha,kmax,krmax,leaf_long,leafcn,lmr_intercept_atkin,lmrha,lmrhd,medlynintercept,medlynslope,nstem,psi50,q10_mr,slatop,soilpsi_off,stem_leaf,sucsat_sf,theta_cj,tpu25ratio,tpuse_sf,wc2wjb0
0,0.8798113453665359,0.8661527640138335,0.31757728204328406,0.1665882051398755,0.3601526180093835,0.3751713181454903,0.9452963326927087,0.24468741222708834,0.3420069840728157,0.8861510930106951,0.41418469053655116,0.7191397177645261,0.32221199677160806,0.4388677909656542,0.540982992538357,0.6240507032724251,0.6214273302713457,0.05390123640948141,0.2551923858559002,0.45776874677547497,0.6173830590717474,0.3254950393078355,0.0037602629940790555,0.6125002650711675,0.503198107742761,0.5443703105271355,0.7771426667866767,0.7797641460181657,0.6628494721750752,0.27631213298772705,0.3544970235335838,0.0025289711519234093
1,0.2456752591647816,0.892140368518588,0.5651373298242796,0.18213870996714843,0.8012052503686727,0.39738890019286177,0.6029808898856657,0.16587785539462307,0.4913601957480028,0.075340274438643,0.5357355687065006,0.8416260258244195,0.893388994941371,0.5606243879499263,0.30829316404123974,0.37144806258224805,0.9528904246800315,0.07066998887988774,0.3851322493508934,0.5680176921451048,0.8756295937018426,0.5875886923694904,0.013968032589546597,0.5806617699168471,0.549366479737417,0.2235672981878164,0.7839745862072356,0.36560449906378634,0.14055234395047655,0.893155627203855,0.4056898855719734,0.7955895750008494
2,0.17280625114708026,0.10652508067515098,0.7464244096325732,0.1850270347045455,0.9418164402432871,0.7915200185952472,0.6968864227532119,0.5751968884003505,0.22069824659951998,0.3305091250400092,0.1637753000707982,0.5732518488361904,0.35650964872325186,0.8976091369002667,0.13742087172756245,0.2182528189299492,0.7291054080934611,0.28973377844826254,0.1876373273991152,0.9763065789054726,0.681212292027216,0.5649687223108485,0.9404919044725903,0.1892658670802203,0.32173063489303233,0.3591699109905987,0.6653889268816047,0.8637278806109853,0.28521439260004533,0.08136476672755388,0.8515734604620677,0.10567719747064652
3,0.3980154369159796,0.14105298421019985,0.28660388339625686,0.5964278610981784,0.49957492980228047,0.3850921805960734,0.9260939610841564,0.4617291883079958,0.6176282655565261,0.9590077908712029,0.32878209041157425,0.39835178810143956,0.5331359596377793,0.39321849277006826,0.06024878908580589,0.9788689015686699,0.8972001647671506,0.2417027989576478,0.5195652707983855,0.10351931579321982,0.7827908662341744,0.4471457153365006,0.05592207551176187,0.5402160440349155,0.8364350624472626,0.3394727278502633,0.8513962351120041,0.49220642636645995,0.7800120116966277,0.5102121875076048,0.7148347668966378,0.07465017454972156
4,0.007195938446544314,0.6151228690569577,0.17990258717157082,0.8480212820890976,0.6789304634942679,0.8575371720225318,0.8476630176645829,0.5420173500234676,0.42569491524376357,0.40070859729480124,0.2590000463335487,0.2623315913180455,0.6529229451059875,0.7110945819375254,0.09679153268793672,0.4143724846161517,0.537835298072,0.8076549797119378,0.13360180114432751,0.5636934306696353,0.7387658856345454,0.641747494094588,0.4942853632616556,0.5627001400880242,0.5714397865247438,0.3286576200629766,0.49471092652757176,0.38070027916631377,0.7695265265626264,0.03489165809866135,0.8610355948674402,0.20590972261871754
5,0.5404229534410023,0.510100123898603,0.8906954600661198,0.16544419585285153,0.212374144311951,0.31421380897809936,0.8066781803625496,0.6612973742031255,0.6808748995179845,0.45065239712479455,0.057153229168760644,0.8298169132718917,0.19341784729909273,0.511057517717254,0.1911855711611874,0.22336947834047238,0.9590030714053356,0.01116492952368997,0.592453021900261,0.14654177519553313,0.8023927469693006,0.2482418201629879,0.9250432899566939,0.9338537281171377,0.43358027244267927,0.6765815991537915,0.1679321590499031,0.5774713325693074,0.27417015127828703,0.09017014567046755,0.02639181151532277,0.9684950489062774
6,0.05309154343218969,0.38438727778231896,0.455522996794829,0.391173301128555,0.5705813710349127,0.6919225101240916,0.5524686474743661,0.4796011767149272,0.5343054380337928,0.182211571912952,0.1504788307968169,0.9252662583944876,0.3314176737716593,0.9596097078717298,0.4640635213305464,0.3954981830912224,0.4392681562324021,0.7909126615419363,0.7143974391582897,0.3787108494010669,0.7216253696582848,0.8043834014954362,0.14488304013100362,0.21509376328828522,0.37728937634252957,0.3237707765374078,0.7008419272937915,0.1711057031800176,0.7844798849162791,0.23214507365234238,0.5277516780838338,0.024040453432252584
7,0.06935705320839192,0.11927740622577976,0.8351221199625594,0.24982368878680916,0.8424009159320329,0.23662300186772534,0.06221215700806637,0.29083024472892527,0.2093403039313777,0.6511084871881043,0.008365486777082598,0.5989134678956344,0.6168303874219,0.3460717659224455,0.013276338655944908,0.9119700112635839,0.689373955452719,0.7233784236456946,0.9488533756569529,0.8080400937472388,0.8860995760622777,0.2701303983924992,0.7744135399935336,0.9726526445554726,0.06066658155463667,0.8580673683127263,0.5854489335835923,0.6229195481781733,0.9443538084182397,0.483037447941689,0.7596213820193617,0.03814424139974959
8,0.4359412726902636,0.6226647788190783,0.46710780388800244,0.23838556856017123,0.2830572087235198,0.3776082626675955,0.8314453524094303,0.49795768160163656,0.050606700762272805,0.4858205406674957,0.524449745009639,0.10899173454742417,0.1356442530515548,0.5311416857847278,0.19858516436987295,0.6936822472274005,0.6534625017165333,0.21149113316383095,0.2981960002124461,0.5467156550601263,0.8724227163159592,0.8588477459844248,0.47473763606359654,0.603781077788682,0.48233534329462935,0.912656136077265,0.47271941144657725,0.5997682962192865,0.44629188788308904,0.8164744338253124,0.9229846505171454,0.5987902283816223
9,0.240830176164454,0.7464978400671477,0.7480089602581215,0.3081852574298698,0.7539575603966683,0.2630816598797925,0.7958526861351948,0.9913752310744127,0.6421135872990371,0.02979602582211982,0.05072500136021496,0.047397194450274904,0.064568352290576,0.5532520895607218,0.5361806610592654,0.2707821513530483,0.5630650220526163,0.2753722356766878,0.6376958203147379,0.7998501370068263,0.8969868999707159,0.15002966113672067,0.3922276146347906,0.5507087575387895,0.9140161992980677,0.05682175684428381,0.4698652534689859,0.5497142110200173,0.7158011703884282,0.07058681620629348,0.7234446044705801,0.9496755828454059
